54,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,56
57,5,5,0,0,0,5,5,5,0,0,0,5,0,5,5,0,0,0,5,5,0,0,0,5,0,5,5,0,0,0,0,0,0,0,6,0,5,0,5,5,0,0,5,0,0,0,0,0,0,6,0,5,0,7,0,5,5,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,59
57,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,5,0,0,0,0,0,5,5,0,5,0,0,5,5,0,5,0,0,0,0,5,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,59
57,0,6,0,5,0,0,0,6,0,5,0,0,0,0,0,7,0,0,0,6,0,5,0,0,0,0,0,7,0,0,0,0,7,0,5,5,0,0,0,0,0,7,6,5,5,0,0,0,7,5,5,0,0,0,7,0,5,5,0,0,0,0,5,0,0,0,0,6,0,0,6,0,0,0,0,0,5,5,59
57,0,0,7,0,0,0,0,0,7,0,0,0,0,6,5,0,12,7,0,0,7,0,0,0,0,6,5,0,0,0,0,0,5,0,0,0,0,0,5,5,6,0,5,6,0,0,0,10,5,0,5,0,5,0,0,0,0,0,0,0,7,6,0,7,0,0,0,0,0,0,0,5,6,0,0,7,0,0,59
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,0,0,0,0,0,0,0,0,0,5,5,5,0,5,0,12,0,0,0,7,0,0,0,0,5,5,0,6,0,5,9,0,6,5,0,0,0,7,0,0,5,5,6,0,0,0,0,0,0,0,0,0,12,5,0,0,5,6,0,0,0,59
57,5,0,0,0,0,5,5,0,0,0,0,5,0,11,0,5,8,0,5,0,0,0,0,5,0,6,0,5,0,5,0,0,9,0,6,5,0,0,0,6,0,0,6,6,5,0,5,9,0,0,0,0,0,0,5,0,0,0,12,0,5,0,0,5,0,5,0,0,0,9,0,0,7,0,0,5,6,5,59
57,5,5,0,0,0,5,0,5,5,0,0,5,0,9,5,5,0,7,0,0,0,0,5,5,0,6,5,5,0,0,0,5,8,0,0,0,0,7,0,0,5,5,5,6,5,0,0,8,0,0,6,0,5,0,0,0,0,0,9,0,0,0,0,5,0,0,5,0,0,8,0,5,0,0,5,0,5,5,59
57,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,10,0,0,5,0,0,0,0,0,0,10,0,0,0,12,5,0,5,0,0,12,0,0,6,0,0,0,0,6,0,6,0,0,5,0,5,0,0,0,5,0,7,0,8,5,0,7,0,0,0,6,0,0,0,0,5,5,0,0,5,0,0,0,59
57,0,6,0,5,0,0,0,0,0,7,10,6,5,9,0,9,0,6,0,5,0,0,12,0,0,9,0,0,0,9,0,6,0,0,5,9,0,0,0,0,7,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,59
